Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Latitude,Longitude,ID
Ingles,147 Smokey Park Hwy,Asheville,28806,,Public,35.56552496,-82.62940954,240909
CAMP LEJEUNE 676,H M Smith Blvd Bldg FC500,Camp Lejeune,28547,888-758-4389,Public,34.648135,-77.332811,241258
CAMP LEJEUNE 677,1005 Michael Rd Bldg 1005,Camp Lejeune,28547,888-758-4389,Public,34.670707,-77.330274,241261
Maiden Recreation Department,207 E Klutz St,Maiden,28650,828-428-5007,Public,35.57853,-81.20663,250521
540 TECH CENTER 4912 LEFT,4912 Green Rd,Raleigh,27616,888-758-4389,Public,35.853311,-78.585734,250658
540 TECH CENTER 4912 RIGHT,4912 Green Rd,Raleigh,27616,888-758-4389,Public,35.85347,-78.58576,250659
Lowes Foods - Tesla Supercharger,2501 Lewisville Clemmons Rd,Clemmons,27012,877-798-3752,Public - Credit card at all times,36.030526,-80.381435,250738
Smithfield's Chicken 'N Bar-B-Q-Newton Grove - Tesla Destination,1380 Harnett Dunn Hwy,Newton Grove,28366,910-594-0415  877-798-3752,Public,35.249463,-78.379284,250877
Smithfield's Chicken 'N Bar-B-Q-Warsaw - Tesla Destination,2669 NC Hwy 24 W,Warsaw,28398,910-293-2218  877-798-3752,Public,34.992794,-78.135872,250878
Craddock Cottage - Tesla Destination,130 Magnolia Rd,Pinehurst,28374,9103341330  877-798-3752,Public,35.1963753,-79.4696815,250903
Cypress Cottage - Tesla Destination,120  Magnolia Rd,Pinehurst,28374,9103341330  877-798-3752,Public,35.19608,-79.46971,250904
Catalyst Garage - Tesla Destination,415 S Mint Street,Charlotte,28202,7049302900  877-798-3752,Public,35.2267399,-80.8494899,250951
Great Wagon Road Distilling Company - Tesla Destination,610 Anderson St,Charlotte,28205,704-469-9330  877-798-3752,Public,35.24924,-80.79645,250954
Tranquil House Inn - Tesla Destination,405 Queen Elizabeth Avenue,Manteo,27954,2524731404  877-798-3752,Public,35.91047,-75.66941,250970
Lumina at Wrightsville Beach a Holiday Inn Resort - Tesla Destination,1706 N. Lumina Ave.,Wrightsville Beach,28480,9102562231  877-798-3752,Public,34.22031,-77.785436,251024
Inlet Inn - Tesla Destination,601 Front St,Beaufort,28516,252-728-3600  877-798-3752,Public,34.71598,-76.66335,251040
NCMLS North Lot,433 W Murray Ave,Durham,27704,,Private,36.0293105,-78.8992776,251343
Colliers - Five Coliseum Centre,2810 Coliseum Centre Dr,Charlotte,28217,,Private,35.189475,-80.9155216,251390
DIT Western Data Center,1371 Old Caroleen Rd,Forest City,28043,,Private,35.3110602,-81.8250438,251396
High Peaks Wake Forest,1609 Heritage Commerce Court,Wake Forest,27587,,Private,35.9522029,-78.51568705,251545
Cisco,7100-100 Kit Creek Rd,Morrisville,27560,,Private,35.8564977,-78.87656,251684
Mecklenburg County,3205 Freedom Dr,Charlotte,28208,803-371-4893,Public,35.2426308,-80.8943285,251746
SkyHouse - Raleigh,308 S Blount St.,Raleigh,27601,855-900-7584,Public,35.776619,-78.637054,252117
Lintmen's,421 E 26th Street,Charlotte,28205,888-998-2546,Public,35.241801,-80.815019,252132
MB FAYETTEVILLE MERCEDES BENZ,420 Glensford Dr,Fayetteville,28314,888-758-4389,Public,35.060813,-78.964907,252183
Sheetz - Tesla Supercharger,1449 Yadkinville Rd,Mocksville,27028,877-798-3752,Public - Credit card at all times,35.91853229,-80.58570716,252513
Walmart,276 Harvey St,Winston-Salem,27103,877-798-3752,Public - Credit card at all times,36.08577941,-80.29344367,252532
Circle K Southeast Office,2550 W Tyvola Rd,Charlotte,28217,833-505-2291,Public - Credit card at all times,35.18563,-80.91944,252538
TOWNCHAPELHILL1 EUBANKS_PR_LOT,2000 Eubanks Rd,Chapel Hill,27516,888-758-4389,Public,35.970344,-79.071094,252645
Shops at Erwin Mill,737 9th St,Durham,27705,877-455-3833,Public,36.00952,-78.92278,252734
Greystone WW Company,1001 Greystone Common Drive,Knightdale,27545,888-998-2546,Public,35.793596,-78.504985,252797
ChargeUp - Duke Energy Innovation Center,340 E 16th St,Charlotte,28206,800-777-9898,Public - Call ahead,35.2351663,-80.82648049,253269
DURHAM COUNTY QUEEN ST 2W,115 N Queen St,Durham,27701,888-758-4389,Public,35.993,-78.896755,253321
DURHAM COUNTY QUEEN ST 1W,115 N Queen St,Durham,27701,888-758-4389,Public,35.993047,-78.896368,253322
DURHAM COUNTY QUEEN ST 2N,403 E Main St,Durham,27701,888-758-4389,Public,35.992947,-78.896745,253323
Wegmans 11051 Ligon Mill Road DCFC,11051 Ligon Mill Road,Wake Forest,27587,888-264-2208,Public,35.96417439,-78.53310937,253578
TMSA APEX 02,351 New Hill Olive Chapel Rd,Apex,27523,888-758-4389,Public,35.738745,-78.944706,253974
TMSA APEX 01,400 New Hill Olive Chapel Rd,Apex,27502,888-758-4389,Public,35.738711,-78.944708,253975
JOEMC JAX MALL,370 Western Blvd,Jacksonville,28546,888-758-4389,Public,34.764713,-77.382284,254029
JOEMC SURF CITY GOV'T,214 State Hwy 210,Surf City,28445,888-758-4389,Public,34.42848,-77.543048,254030
JOEMC SURF CITY MUNI,214 W Florence Wy,Hampstead,28443,888-758-4389,Public,34.450316,-77.56642,254031
Cloninger Automotive Bodyshop - 645A Julian Rd,645 Julian Rd,Salisbury,28147,866-816-7584,Public,35.643515,-80.495516,254079
Cloninger Ford of Hickory - 1241 US Hwy 70 SE,1241 US Hwy 70 SE,Hickory,28602,866-816-7584,Public,35.71052,-81.313901,254080
Whole Foods Market - Tesla Supercharger,4 S Tunnel Rd,Asheville,28805,877-798-3752,Public - Credit card at all times,35.581912,-82.523642,254095
Autumn Woods Apartments,222 Old Fayetteville Rd,Carrboro,27510,888-998-2546,Public,35.906238,-79.091354,254344
Westchase II,4000 Westchase Boulevard,Raleigh,27607,800-663-5633,Public,35.802526,-78.708155,255178
The Kendall,"1101 Flagstone Lane 
Indian Trail, NC 28079",INDIAN TRAIL,28079,800-663-5633,Public,35.072515,-80.6372,255200
Westchase III,4011 Westchase Boulevard,Raleigh,27607,800-663-5633,Public,35.80133,-78.707968,255208
Retreat at RTP - BLD L (L),1533 Ellis Road,Durham,27703,800-663-5633,Public,35.944427,-78.864494,255217
The Bellamy,10015 Parthenon Court,Charlotte,28262,800-663-5633,Public,35.327724,-80.744119,255226
GARAGE L1 CHURCH ST L1,430 N Church St,Hendersonville,28792,888-758-4389,Public,35.31732,-82.46153,255248
Westchase I,4020 Westchase Boulevard,Raleigh,27607,800-663-5633,Public,35.803187,-78.709702,255274
904 West,904 Gabriel Drive,Greenville,27834,800-663-5633,Public,35.597374,-77.406554,255280
The Murray AL LP,8010 WOODSEDGE DR,CHARLOTTE,28216,800-663-5633,Public,35.34704,-80.864178,255284
WAKECOPUBDECK WAKECOPUBDECK,216 W Cabbarus st,Raleigh,27601,888-758-4389,Public,35.774974,-78.642611,255301
White Ford,175 Old Farm Rd,Roanoke Rapids,27870,252-537-6136,Public - Credit card at all times,36.43801,-77.63438,255348
White CDJR,177 Old Farm Rd,Roanoke Rapids,27870,252-537-6136,Public - Credit card at all times,36.438,-77.63437,255349
Whites Chevy Buick GMC,173 Old Farm Rd,Roanoke Rapids,27870,252-537-6136,Public - Credit card at all times,36.43793,-77.63448,255350
LBJ Chevy,815 E Washington St,Nashville,27856,252-537-6136,Public - Credit card at all times,35.9698,-77.95269,255351
CORNERSTONE APT 2,756 Bailey St,Mars Hill,28754,888-758-4389,Public,35.835298,-82.552301,255584
CORNERSTONE APT 1,756 Bailey St,Mars Hill,28754,888-758-4389,Public,35.835283,-82.552097,255585
Home2 Suites by Hilton Raleigh State Arena,6825 Chapel Hill Road,Raleigh,27607,888-998-2546,Public,35.790407,-78.742767,255612
Shell - Tesla Supercharger,1810 Mt Hope Church Rd,McLeansville,27301,877-798-3752,Public - Credit card at all times,36.056164,-79.660102,256053
Wegmans,1810 Fordham Blvd,Chapel Hill,27514,919-864-7400,Public - Credit card at all times,35.94524865,-79.0091255,256631
NEW HYUNDAI HYUNDAI FRONT,2421 N Main St,High Point,27262,888-758-4389,Public,35.987953,-80.026848,256799
NEW HYUNDAI HYUNDAI SIDE,2421 N Main St,High Point,27262,888-758-4389,Public,35.987909,-80.026741,256800
WNCC CONF CTR RIGHT CHARGER,13930 Professional Center Dr,Huntersville,28078,888-758-4389,Public,35.399301,-80.86711,256969
WNCC CONF CTR LEFT CHARGER,13930 Professional Center Dr,Huntersville,28078,888-758-4389,Public,35.399351,-80.867177,256970
KMNB MAZDA1,1715 Hwy 70E,New Bern,28562,888-758-4389,Public,35.108493,-77.044071,257091
BARBOUR HENDRIC SHOP 02,3300 S Memorial Dr,Greenville,27834,888-758-4389,Public,35.570422,-77.401603,257157
